nome,perfil_risco,Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,propensao_esg,ESG_Label_Predito,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa,ValorEmCaixa
Beatriz 3748,Agressivo,48,10004.050976083552,118,354059.34834038763,6,0,EUA,13.75,0,2,2,1,0,0,0,0,2,0.0,0.0,0,,ETF,1125,0,53520.677530291694,0.20385580854235497,0.020222416614505245,0.14458542244727796,0.11311577674478962,0.5182205756510723,53520.677530291694
Letícia 4136,Moderado,64,18979.445626493973,56,964077.8172284699,1,2,Brasil,13.75,1,14,3,2,0,1,0,0,9,24969.65538303278,0.6,1,Média,Renda Fixa,869,1,83300.93055827683,0.20686805800196584,0.29951103227729026,0.04922876652215498,0.05171273352634687,0.392679409672242,83300.93055827683
André 9280,Moderado,33,21619.350169015892,45,129421.52952361456,2,1,Brasil,2.0,1,10,5,4,1,1,0,1,6,26142.040941448162,0.8999999999999999,1,Alta,Multimercado,1149,0,98701.56264651164,0.11407116028921194,0.07254343503468293,0.064575969466198,0.11685903839728057,0.6319503968126265,98701.56264651164
Carlos 6411,Agressivo,59,12868.831750113604,68,1245240.7839281613,1,0,Brasil,13.75,0,1,3,3,0,0,0,0,1,0.0,0.0,0,,Renda Fixa,1093,0,32717.252731081026,0.042228446711652316,0.12628610009422855,0.06580495161149962,0.19618456911388688,0.5694959324687326,32717.252731081026
Larissa 4529,Conservador,47,10140.931104353089,47,1166998.2521445672,4,2,Brasil,5.0,0,4,1,1,0,0,0,0,1,0.0,0.0,0,,Multimercado,317,0,30013.171563037904,0.3602908308327244,0.17350335907342135,0.08259326408987644,0.16883363601929707,0.21477890998468063,30013.171563037904
Eduardo 1290,Moderado,33,7291.094330195158,76,416211.30647976237,5,1,Brasil,13.75,0,0,2,1,0,0,0,0,0,0.0,0.0,0,,Renda Variável,710,0,101978.1703474154,0.24246167853157874,0.18111616306900374,0.06313154357798625,0.21254317148954022,0.3007474433318911,101978.1703474154
Sofia 3187,Conservador,29,13874.160646184277,89,1597826.490199311,2,1,Brasil,13.75,0,7,3,3,0,0,0,0,3,0.0,0.0,0,,Multimercado,615,0,61113.44048603746,0.023522055735517314,0.10033358427263617,0.015643275596117844,0.042572610988968675,0.81792847340676,61113.44048603746
Felipe 4328,Conservador,34,19131.622400260574,120,84164.75829944435,16,2,Brasil,13.75,0,1,3,2,0,0,0,0,1,0.0,0.0,0,,ETF,901,0,133015.66879631736,0.365195287331859,0.22947857940904992,0.1762362342738889,0.05939706449056928,0.1696928344946329,133015.66879631736
Natália 2593,Moderado,33,11010.638451899373,58,1614392.3750138385,8,2,Brasil,5.0,0,4,2,3,0,0,1,0,1,0.0,0.2,0,Baixa,ETF,1155,0,2286.908856107693,0.18610889404847997,0.28653097187765847,0.15615837660810064,0.18720320834001605,0.18399854912574487,2286.908856107693
Larissa 9558,Moderado,29,2484.0158369871024,10,63024.12941609608,15,1,Alemanha,13.75,1,11,5,4,1,0,0,1,8,85994.75028696436,0.8499999999999999,1,Alta,Renda Fixa,1079,1,79492.44421312877,0.004121723794900722,0.06509818760149234,0.04730477515180534,0.06731764896780608,0.8161576644839955,79492.44421312877
Larissa 8195,Conservador,25,14680.198687262095,22,1317089.336151337,11,0,Brasil,13.75,0,6,3,3,1,0,0,0,3,0.0,0.1,0,Baixa,Multimercado,938,1,11114.683043260191,0.33212636451110167,0.08764712794608981,0.03847053937975924,0.17667040980817886,0.36508555835487044,11114.683043260191
Luca 6650,Moderado,37,15941.598845800198,71,166751.33269065354,10,0,EUA,13.75,1,11,3,4,0,1,1,0,8,35057.03460923604,0.7999999999999999,1,Alta,Renda Fixa,1001,1,53824.39236397093,0.09400640671197227,0.08398619846310407,0.016644605073070595,0.2026333625170668,0.6027294272347863,53824.39236397093
Luca 4658,Moderado,20,5656.61743845661,24,509938.78343152266,3,2,Brasil,13.75,1,11,5,4,1,1,1,1,7,39570.89237338919,1.0,1,Alta,Renda Variável,77,1,39675.41838377989,0.3107067234392108,0.12902465830647514,0.16271408737156234,0.19523021767958226,0.20232431320316946,39675.41838377989
Paula 2444,Moderado,33,12705.936734651812,66,1446607.5651305532,11,2,EUA,13.75,1,11,3,4,0,0,1,1,6,85092.45353802734,0.75,1,Média,ETF,1092,1,41057.87349031455,0.1558283699154791,0.20750483239235887,0.0002458525396476841,0.1828003657045132,0.45362057944800116,41057.87349031455
Fernanda 6657,Moderado,47,13804.904064544395,96,568005.5512545197,17,1,Brasil,5.0,0,3,1,1,0,0,0,0,2,0.0,0.0,0,,Multimercado,969,0,139419.21740824406,0.18520601372641435,0.01957903355164713,0.18417986137034092,0.23827449078668184,0.3727606005649158,139419.21740824406
Larissa 8714,Moderado,62,11707.570791964246,85,1027235.9589482922,10,1,Alemanha,13.75,0,3,2,1,1,1,0,0,1,0.0,0.25,0,Baixa,Multimercado,305,0,12671.377746802169,0.04502147155393513,0.019722522120240348,0.12584603911025108,0.2930643708252838,0.5163455963902897,12671.377746802169
Larissa 3902,Agressivo,40,8836.916323658585,61,1831344.0563450276,17,1,Alemanha,13.75,0,7,3,3,1,1,0,0,3,0.0,0.25,0,Baixa,Multimercado,680,1,36958.00202120378,0.28044461512543556,0.12162779112984164,0.11916933420495208,0.2801465741513464,0.19861168538842433,36958.00202120378
Luca 9558,Moderado,45,16063.748894254226,7,108772.3645327909,14,2,Alemanha,13.75,1,10,4,5,0,0,0,0,5,34967.128175324055,0.44999999999999996,0,Média,Multimercado,973,0,137340.16109867,0.2935680066403445,0.26775535114072435,0.08732785207989296,0.0727360764920726,0.2786127136469656,137340.16109867
Fernanda 3832,Conservador,68,10386.48101612527,72,1624048.7895339902,1,1,EUA,13.75,0,2,2,3,1,1,0,0,0,0.0,0.25,0,Baixa,Caixa,1008,1,43873.84765484151,0.26515128051271747,0.15969333287916712,0.16092642695511758,0.08607887484995477,0.328150084803043,43873.84765484151
Felipe 6868,Moderado,57,6059.255349200272,117,139891.27715129417,9,1,Brasil,5.0,0,0,1,2,0,0,0,0,0,0.0,0.0,0,,Multimercado,646,0,25808.146275820294,0.3868773921599404,0.20583420700622093,0.00031336958979506503,0.07249479663972705,0.33448023460431653,25808.146275820294
Camila 2845,Conservador,22,3802.1020573212754,115,262321.7402299865,15,1,Brasil,5.0,0,1,3,2,0,0,0,0,0,0.0,0.0,0,,Multimercado,249,0,132771.81926920757,0.27228657873747286,0.20487038348336747,0.14034288379136553,0.22334618262148612,0.15915397136630804,132771.81926920757
Fernanda 1745,Moderado,37,17043.398079997238,38,247445.0167395296,4,0,Alemanha,5.0,0,4,1,2,0,0,0,0,1,0.0,0.0,0,,Renda Fixa,750,0,50909.69384376827,0.24831115452909389,0.09234943440424859,0.13173065070460738,0.2960354305224189,0.2315733298396312,50909.69384376827
Letícia 2899,Conservador,57,14466.655905884472,21,1988263.543589345,3,0,Brasil,5.0,1,14,5,4,1,0,0,0,10,73261.62026354054,0.6499999999999999,1,Média,Renda Fixa,156,1,110145.61778807962,0.34812029147682333,0.1898669445719882,0.09815104640182418,0.2950343590341774,0.06882735851518695,110145.61778807962
Carlos 7316,Moderado,61,12351.894188516675,8,368570.77546975145,7,1,Brasil,13.75,0,1,3,3,0,0,0,1,0,0.0,0.2,0,Baixa,Renda Fixa,279,0,2083.1581136676796,0.12030837591271078,0.059403153698209366,0.04067838162493614,0.2645513083111191,0.5150587804530247,2083.1581136676796
Rodrigo 6365,Agressivo,18,10238.901452596787,89,1794556.0740499736,3,1,Brasil,2.0,0,5,2,2,0,1,0,0,4,0.0,0.15,0,Baixa,Renda Fixa,224,0,76865.32854673063,0.12090880272202394,0.24160556301106267,0.0980785732244685,0.2583217281259865,0.28108533291645843,76865.32854673063
Bianca 1140,Conservador,47,9884.006343187491,28,1981955.0042636427,15,2,Brasil,13.75,0,4,2,1,0,0,0,0,2,0.0,0.0,0,,Renda Variável,160,0,129114.57666789358,0.2813530254087407,0.2980611330076214,0.17185188833991336,0.14375028572198464,0.10498366752173982,129114.57666789358
Fernanda 4736,Moderado,38,7697.053406233555,92,773731.693120473,10,1,Brasil,5.0,1,12,4,4,1,0,0,1,9,88028.82550864705,0.8499999999999999,1,Alta,Renda Variável,773,0,42675.449314333004,0.2998926637344373,0.08577577660140442,0.19915202433540402,0.22820768940568262,0.1869718459230717,42675.449314333004
Letícia 8415,Moderado,37,10274.177421760462,54,1265786.601622084,16,0,Alemanha,13.75,1,8,4,5,1,1,0,1,6,72340.36183566392,0.8,1,Alta,Multimercado,438,1,108808.88820612752,0.08813424227132433,0.03657411627607886,0.19548549777155957,0.2154131982200245,0.46439294546101273,108808.88820612752
Paula 7322,Conservador,23,3519.651139519303,31,1560391.594989589,17,1,EUA,13.75,0,5,3,2,1,1,0,0,4,0.0,0.25,0,Baixa,Renda Variável,676,0,80520.24346307556,0.30193179095233713,0.09575638392900211,0.16975881980295177,0.08277856594749243,0.3497744393682165,80520.24346307556
Bruno 3195,Conservador,39,9055.745386125944,116,791363.7128540545,19,0,Brasil,13.75,0,3,2,3,0,0,0,1,2,0.0,0.2,0,Baixa,Multimercado,657,0,37829.55585539416,0.29973494297006464,0.2725621637360051,0.10809457851725211,0.0702642595910151,0.24934405518566294,37829.55585539416
Larissa 6280,Moderado,35,10756.249934595624,100,332010.13959063654,1,0,Brasil,13.75,0,2,3,2,0,0,0,0,1,0.0,0.0,0,,Renda Variável,701,0,142158.22759534058,0.3286943481820157,0.22604152605086622,0.15069373574444692,0.21365092688195336,0.08091946314071774,142158.22759534058
Fernanda 8885,Moderado,25,14439.520188761675,89,873187.8601471968,1,1,Brasil,13.75,0,7,3,3,0,1,0,0,5,0.0,0.15,0,Baixa,Renda Fixa,907,0,94625.05716043022,0.38052545028391405,0.1410175638878315,0.07245151048808458,0.017564670221805145,0.38844080511836465,94625.05716043022
Felipe 4845,Moderado,56,11840.294146506545,116,1546056.4135558598,14,2,Brasil,13.75,1,14,5,5,1,1,1,0,10,39708.47644602178,0.9999999999999999,1,Alta,Multimercado,18,1,43505.489322062,0.07235251567760219,0.2860306146108848,0.03242769286185976,0.25379805712103165,0.3553911197286216,43505.489322062
Rodrigo 7353,Agressivo,49,15179.692455502236,120,1563717.897869322,2,2,EUA,13.75,0,1,2,2,0,0,0,1,0,0.0,0.2,0,Baixa,ETF,441,0,86077.6853224625,0.3739979233875596,0.04009444955355349,0.026638798677638898,0.09541388131208131,0.46385494706916663,86077.6853224625
Beatriz 1109,Moderado,50,17396.54042045372,41,468772.1964201175,2,1,Brasil,5.0,1,14,4,4,1,1,1,1,9,54997.6750321993,1.0,1,Alta,Caixa,1073,1,62378.561104169006,0.2841855388099455,0.20480637362262744,0.13236729686830845,0.16684515671301173,0.2117956339861069,62378.561104169006
André 5401,Conservador,33,16232.680375296408,37,358181.6233825856,10,1,Brasil,13.75,0,3,1,2,1,1,0,1,1,0.0,0.45,0,Média,Caixa,679,1,112113.29913384788,0.26086015970731047,0.13887955221781859,0.08982211451294193,0.2925181998281312,0.2179199737337978,112113.29913384788
Tiago 7700,Moderado,29,13882.039389514228,38,1841915.797179696,15,2,Brasil,13.75,0,0,2,2,0,0,1,1,0,0.0,0.4,0,Baixa,Renda Variável,1060,0,91929.95742498468,0.12357569572075483,0.23832398778323774,0.027150711281818632,0.19805356427653964,0.4128960409376492,91929.95742498468
Mariana 3330,Moderado,55,12047.450716723137,51,97558.07081103801,15,1,Brasil,5.0,1,12,3,3,0,0,0,1,7,58367.66542853976,0.55,1,Média,ETF,860,0,16599.77021955726,0.26982015209168625,0.06034555675819463,0.1120402901628551,0.020406881132004083,0.53738711985526,16599.77021955726
Henrique 3677,Conservador,69,8076.847966345764,76,1472129.5667725229,7,1,Brasil,13.75,0,3,2,3,1,0,0,0,3,0.0,0.1,0,Baixa,Multimercado,564,0,119255.96608427895,0.0973676007431099,0.2745293357803332,0.1382087281151819,0.2259833891356813,0.2639109462256938,119255.96608427895
Bruno 3527,Agressivo,51,14959.776205517264,37,102378.55703904048,8,1,Brasil,13.75,1,8,3,4,1,0,1,0,6,20917.21139519316,0.55,1,Média,Renda Fixa,664,1,11442.516521140087,0.15438449300272272,0.19070734222135208,0.0932563931114136,0.08559763873451542,0.4760541329299961,11442.516521140087
Rodrigo 1466,Conservador,31,18718.989528886115,101,1677421.1012133658,11,0,EUA,2.0,0,3,2,1,1,0,0,1,2,0.0,0.30000000000000004,0,Baixa,Renda Variável,1161,0,98150.94597929427,0.38141904614692673,0.20118662852740654,0.09514347672237483,0.14446746111653982,0.17778338748675193,98150.94597929427
Natália 3770,Conservador,53,13368.424158601672,31,1811775.4785388429,16,1,Brasil,13.75,0,3,3,4,0,0,0,0,2,0.0,0.0,0,,Caixa,69,0,128121.44190412978,0.35552766585871587,0.06319748885201182,0.14007971101085853,0.17031802637404353,0.27087710790437014,128121.44190412978
Sofia 4213,Moderado,50,19669.03659370449,62,601864.057215907,7,2,Brasil,13.75,1,10,5,4,1,0,0,1,7,81297.60970195827,0.75,1,Média,Multimercado,1092,1,80408.44738202626,0.07472155651505799,0.23599971749692722,0.05499475138576218,0.17866577215909782,0.45561820244315476,80408.44738202626
Tiago 5697,Moderado,40,5897.7131677556645,18,157131.93059822815,9,1,EUA,13.75,1,10,3,4,1,1,0,1,6,81157.38047323612,0.8,1,Alta,Renda Variável,219,0,10084.772123683111,0.2836467331292084,0.20241159312887222,0.10114631602562436,0.19482809889349986,0.2179672588227951,10084.772123683111
Rafael 7676,Moderado,67,7383.346460881834,90,966562.2273313829,19,0,EUA,5.0,0,4,1,2,0,0,0,0,1,0.0,0.0,0,,Multimercado,448,0,127428.86079825393,0.38629673702253536,0.1987020726906324,0.11208255156870861,0.19905108087264645,0.10386755784547719,127428.86079825393
Larissa 7928,Conservador,62,15420.80603099305,6,603941.4431234988,1,1,EUA,13.75,1,13,5,5,1,1,1,0,7,89350.34836346845,0.8999999999999999,1,Alta,Multimercado,820,1,116130.54438096902,0.15806394639643795,0.15937873434774447,0.1404754161971421,0.03980407626205971,0.5022778267966157,116130.54438096902
Juliana 3526,Agressivo,19,13057.160840613004,9,840100.9241926543,18,1,EUA,13.75,0,6,3,3,0,1,0,0,4,0.0,0.15,0,Baixa,Multimercado,443,0,79814.19319911147,0.12793005598422003,0.05090783544361189,0.08536488453876856,0.27776574173505264,0.4580314822983469,79814.19319911147
Bianca 1447,Conservador,58,17255.12870628723,11,1333321.0524424736,8,2,Brasil,13.75,1,10,5,4,1,1,0,0,5,90702.37084086917,0.7,1,Média,Renda Variável,192,1,90804.71087707877,0.11719854961700525,0.11085786341907167,0.05811950454227315,0.26968340329088186,0.44414067913076805,90804.71087707877
André 3655,Moderado,38,11938.113437093041,95,427553.81153794675,8,0,Alemanha,13.75,0,6,2,3,0,1,0,0,3,0.0,0.15,0,Baixa,Multimercado,926,0,118752.40008919722,0.06660192430108651,0.1877296447862864,0.09523693357280322,0.22326752117807455,0.4271639761617493,118752.40008919722
Mariana 6214,Conservador,19,8528.098309886673,119,720333.6233330319,8,1,Brasil,13.75,0,6,2,3,1,1,0,0,4,0.0,0.25,0,Baixa,Renda Fixa,279,0,149126.9313969609,0.29748176147031635,0.07340478916516364,0.08913517874840936,0.06618212038200934,0.47379615023410127,149126.9313969609
Vinicius 7075,Moderado,44,11145.62703117983,110,1567299.3556824205,14,1,Brasil,13.75,1,10,5,4,1,1,1,1,6,60077.37295257857,1.0,1,Alta,Caixa,393,1,86529.99088474474,0.008252530749281074,0.225863892813394,0.007554544099552252,0.1695533965051803,0.5887756358325924,86529.99088474474
Bianca 6156,Agressivo,26,5869.264116305064,120,1291086.280406115,2,2,Brasil,13.75,0,2,3,3,0,0,0,0,0,0.0,0.0,0,,Caixa,472,0,70743.04136839753,0.004826993237154254,0.10993944204671947,0.1253224820742732,0.160606416327889,0.5993046663139641,70743.04136839753
Felipe 2559,Moderado,18,7485.637307611862,2,659288.227390965,3,1,Alemanha,13.75,0,5,3,4,0,0,0,0,4,0.0,0.0,0,,Renda Variável,142,0,75657.06684714888,0.12951776207070217,0.17990374434160714,0.16476542945641004,0.240281194358614,0.28553186977266665,75657.06684714888
Fernanda 9100,Agressivo,28,15889.77599167204,29,1331960.1845172578,7,2,Brasil,5.0,0,1,2,1,0,0,1,1,0,0.0,0.4,0,Baixa,Caixa,453,0,65195.809830436025,0.22397087221378498,0.15230906329722813,0.15689985956430227,0.20551006676202274,0.2613101381626618,65195.809830436025
Felipe 7588,Moderado,20,15491.149657878439,110,1532972.7165550136,3,0,Brasil,13.75,0,2,1,2,1,0,0,1,2,0.0,0.30000000000000004,0,Baixa,Caixa,384,0,85434.12802214004,0.15986428313236042,0.10064531685529914,0.14953159985836337,0.07910904417429303,0.5108497559796841,85434.12802214004
Tiago 4955,Moderado,69,13452.017139224308,51,1189046.3060960472,15,0,Brasil,13.75,0,5,1,2,0,0,0,0,3,0.0,0.0,0,,Renda Fixa,445,0,96381.8034461672,0.10454587744207583,0.14816218714362833,0.19373469636874657,0.20142375231424475,0.3521334867313045,96381.8034461672
Felipe 4704,Moderado,40,5115.689916158122,106,486598.6966770069,11,1,Brasil,13.75,0,7,1,1,0,1,0,0,5,0.0,0.15,0,Baixa,Renda Variável,676,0,48961.991984766704,0.11634335932250682,0.09554747864284203,0.1240945437196359,0.15359728035637046,0.5104173379586447,48961.991984766704
Letícia 5632,Agressivo,43,10566.385697948446,69,10488.128118866205,2,1,Brasil,13.75,0,6,1,1,0,0,0,1,5,0.0,0.2,0,Baixa,Multimercado,84,0,117410.16227548715,0.1890279085840085,0.13216497056245513,0.10870786455487083,0.15465143993600594,0.4154478163626596,117410.16227548715
Camila 1733,Conservador,21,7100.000445359798,23,1607669.7229066798,18,1,Brasil,13.75,1,12,4,3,1,1,1,0,8,44913.658377802865,0.9999999999999999,1,Alta,Renda Fixa,580,1,9190.896649665163,0.15407086417861482,0.28590411278770983,0.17388369435729223,0.24228799757581787,0.1438533311005652,9190.896649665163
Sofia 9871,Conservador,35,16706.133015151063,100,1647040.7750791672,14,0,Brasil,13.75,0,0,1,2,0,0,0,0,0,0.0,0.0,0,,ETF,1193,0,9128.925620386079,0.22139250776136732,0.19071096696521875,0.12556677330005547,0.05610879800796874,0.4062209539653897,9128.925620386079
Bianca 2914,Conservador,23,9665.111465749595,7,1398232.9577747805,18,1,EUA,13.75,0,7,1,1,1,0,0,0,4,0.0,0.1,0,Baixa,ETF,521,0,20549.198516162072,0.16634648243121092,0.15713873537800738,0.09659849875527754,0.2703803939093043,0.3095358895261999,20549.198516162072
Paula 3435,Moderado,52,7657.009156873803,56,162396.05342155145,2,1,Brasil,13.75,0,3,1,2,0,0,0,1,1,0.0,0.2,0,Baixa,Multimercado,389,0,49215.98315859436,0.2756197660118739,0.14281106736190072,0.020174730148737652,0.24747598201829002,0.31391845445919775,49215.98315859436
Rafael 8281,Conservador,39,12119.184660485698,77,1174592.352141012,4,1,EUA,5.0,0,4,2,1,0,0,0,0,1,0.0,0.0,0,,ETF,227,0,91347.89722082151,0.005126471249881393,0.19907347332894487,0.034760019113426056,0.18743406736261206,0.5736059689451356,91347.89722082151
Amanda 8979,Conservador,60,9439.382172661553,106,1643831.1358304985,14,0,Brasil,13.75,1,12,3,2,1,1,0,1,8,95103.39193434703,0.8999999999999999,1,Alta,Renda Variável,341,0,4790.834106661818,0.28219473921575483,0.06072632966805986,0.1609957437954735,0.1019412555743321,0.3941419317463798,4790.834106661818
João 3091,Moderado,32,17934.975640814828,62,785439.9570152496,7,2,Brasil,13.75,0,4,2,1,0,0,0,0,1,0.0,0.0,0,,ETF,361,0,94594.30212734062,0.3622574489728243,0.24347004352718218,0.1655083459968958,0.03354886318437004,0.19521529831872775,94594.30212734062
Amanda 7969,Moderado,39,9060.756409863236,74,404021.46109830565,15,1,EUA,13.75,0,5,3,3,0,0,0,0,2,0.0,0.0,0,,Multimercado,1164,0,103927.44085058417,0.34042411203701173,0.14367072978108453,0.051725808224290695,0.2061381970963407,0.25804115286127227,103927.44085058417
Rodrigo 8359,Moderado,54,6403.086963101475,100,1179378.3215105266,6,0,EUA,5.0,0,2,3,2,1,0,1,0,0,0.0,0.30000000000000004,0,Baixa,Multimercado,240,1,8025.029382789654,0.3038614498759483,0.019205272645650372,0.0558360599365803,0.18999382229227987,0.4311033952495411,8025.029382789654
Carlos 5844,Moderado,69,3388.3459369699376,80,1654350.188328747,5,1,Brasil,13.75,0,0,3,3,0,1,0,0,1,0.0,0.15,0,Baixa,Renda Variável,398,0,130419.8578368081,0.12969348218411306,0.18567611007041376,0.12902339502890345,0.12592505368765625,0.4296819590289135,130419.8578368081
Beatriz 9661,Moderado,59,11876.853990346339,15,107251.21782706048,18,1,EUA,5.0,0,4,1,1,0,0,0,0,3,0.0,0.0,0,,Caixa,836,0,130536.64528380509,0.1529806245606402,0.11277735322381527,0.15720422463453299,0.1848141744722809,0.3922236231087306,130536.64528380509
Bianca 4336,Agressivo,29,9752.279544568295,53,1197932.922149864,11,1,Brasil,13.75,1,8,5,5,0,0,0,1,5,44106.783246455045,0.55,1,Média,Renda Variável,430,0,54709.673387225,0.2633848159879576,0.1308161293796197,0.17779652299817533,0.20829588733352247,0.21970664430072484,54709.673387225
Felipe 4001,Agressivo,64,6284.381573953093,43,1289915.8527252905,8,1,Brasil,13.75,1,8,4,4,1,1,1,0,4,42569.43689854966,0.7999999999999999,1,Alta,Renda Fixa,1162,0,70434.00286970356,0.09311205719794509,0.07304156214788943,0.17816428970096154,0.038307168296963456,0.6173749226562405,70434.00286970356
Natália 8884,Agressivo,66,16756.90584502314,83,1208710.4083030764,12,2,Brasil,13.75,1,9,5,4,0,1,0,1,5,23717.102619624995,0.7,1,Média,ETF,818,1,75588.26164181546,0.15392137173145382,0.2075423490022688,0.13189396487263721,0.16815496754549172,0.3384873468481484,75588.26164181546
Carlos 2408,Moderado,59,14668.980589716968,85,1303567.0316317265,18,2,Brasil,13.75,0,4,2,2,1,1,0,0,2,0.0,0.25,0,Baixa,Caixa,274,0,59881.33071531732,0.14319585183070155,0.17602868031573818,0.17151293079592136,0.28072910908624904,0.22853342797138987,59881.33071531732
Letícia 4096,Agressivo,55,11887.128484251081,120,1266436.8621322676,15,0,Brasil,13.75,0,7,2,1,0,1,0,0,4,0.0,0.15,0,Baixa,Caixa,109,0,116733.13750137195,0.39568781286904003,0.21679115743679983,0.022808672970846967,0.17271049156559248,0.19200186515772066,116733.13750137195
André 4752,Conservador,35,17457.304976683467,35,269503.7311108946,8,0,Brasil,5.0,0,2,2,2,0,0,0,0,0,0.0,0.0,0,,ETF,757,0,139294.23512200167,0.115817411005327,0.21805984853242685,0.018821156098277038,0.20785382391845805,0.43944776044551104,139294.23512200167
Natália 1391,Moderado,62,14650.144133594451,79,477524.18612834153,4,0,Brasil,13.75,0,7,1,2,1,1,0,0,4,0.0,0.25,0,Baixa,Caixa,166,0,99034.86969882254,0.09167831638871671,0.1304930463035687,0.05850315463938192,0.0016948996845070007,0.7176305829838256,99034.86969882254
Carlos 2597,Conservador,52,8708.57639392627,112,1241798.0705251303,15,1,EUA,13.75,1,13,3,3,0,1,0,1,8,95080.19808711241,0.8,1,Alta,Renda Fixa,302,1,30514.709030150738,0.24937660308784407,0.06188084671268734,0.037720739880116795,0.08202457356119115,0.5689972367581606,30514.709030150738
Juliana 9212,Agressivo,47,7843.119344036935,14,45209.39066217384,11,0,Brasil,13.75,0,2,1,2,0,1,0,0,2,0.0,0.15,0,Baixa,Renda Variável,595,1,76969.68239603926,0.08827595276797276,0.1454127157580188,0.10203547931711812,0.06034964022113898,0.6039262119357514,76969.68239603926
Camila 1116,Conservador,41,15271.926177815445,93,1273141.5922592564,1,2,Brasil,2.0,0,2,2,1,0,0,0,0,1,0.0,0.0,0,,Renda Variável,681,0,62016.61965945899,0.2125919831605923,0.11303848259853126,0.08179590348666926,0.28424603992507497,0.3083275908291322,62016.61965945899
Camila 1224,Conservador,59,13585.467825869404,69,1334119.3813322138,2,1,Alemanha,13.75,0,7,2,3,0,0,0,0,3,0.0,0.0,0,,Multimercado,743,0,11212.139695910226,0.2996745881085802,0.07720163467678255,0.17214502584532587,0.06162096094152489,0.3893577904277864,11212.139695910226
Rafael 2072,Moderado,47,12678.991071882647,49,485957.77212470036,8,1,Brasil,13.75,1,11,4,3,0,0,0,1,7,8054.816876754796,0.6499999999999999,1,Média,ETF,482,1,17193.366848945938,0.04750083650387049,0.19401805561727317,0.12284480304410905,0.0743989989351186,0.5612373058996287,17193.366848945938
Tiago 8803,Moderado,31,8614.00878852437,18,1200284.3312087478,16,1,Brasil,13.75,0,5,2,1,0,1,1,1,4,0.0,0.55,1,Média,ETF,1199,0,130146.28366440289,0.27291874140289185,0.28909627279552624,0.12155918788364062,0.29818195646213663,0.0182438414558046,130146.28366440289
Fernanda 9971,Moderado,23,14431.790268023016,51,1072839.2208402914,1,2,EUA,13.75,0,7,2,3,0,0,0,1,5,0.0,0.2,0,Baixa,Multimercado,319,1,101593.40347862558,0.32807475945303405,0.10466173689157852,0.1000562861177752,0.03853709410138408,0.4286701234362281,101593.40347862558
Bruno 4763,Moderado,20,8978.004467464203,1,528776.1808246964,3,0,Brasil,5.0,1,12,4,5,1,1,0,1,8,29310.17595934596,1.0,1,Alta,Multimercado,458,1,85632.08268664358,0.3005102340768595,0.07825534448800556,0.06525726234402345,0.04773408024263913,0.5082430788484724,85632.08268664358
Eduardo 7061,Moderado,33,11592.053381625288,27,931318.2836307617,18,1,Brasil,13.75,0,4,2,2,0,0,0,0,3,0.0,0.0,0,,Renda Fixa,63,0,140546.33651134363,0.39570570431372687,0.14439414847471446,0.07172774353523222,0.1505584008641674,0.23761400281215905,140546.33651134363
Letícia 1761,Agressivo,24,17787.77658554792,64,1820152.8135302411,16,1,Brasil,13.75,1,12,5,4,0,1,1,1,9,42825.319647995035,1.0,1,Alta,Renda Fixa,276,1,60703.296909779434,0.13226075900052578,0.0944016055795613,0.18880176725544354,0.29057382347923444,0.2939620446852349,60703.296909779434
Luca 9616,Agressivo,69,9356.663056759417,60,858939.5331151669,13,1,EUA,13.75,0,2,3,2,0,0,0,1,0,0.0,0.2,0,Baixa,Renda Variável,1149,1,6242.472822620383,0.050480306025204015,0.11304075847648712,0.00848694063442106,0.272777517744205,0.5552144771196827,6242.472822620383
Bianca 7207,Agressivo,31,5708.042971708556,91,1263389.9119902083,4,1,EUA,13.75,1,8,3,4,1,1,0,1,5,27291.100053875107,0.7,1,Média,ETF,818,1,107259.71585931031,0.37893744409749974,0.10904706803866912,0.05235871511612875,0.04719561214902663,0.41246116059867566,107259.71585931031
Letícia 1100,Conservador,26,7789.811232519559,89,80348.13387098146,4,0,Brasil,13.75,1,11,3,3,1,1,0,1,8,35355.88117978771,0.8999999999999999,1,Alta,Multimercado,156,1,113753.43884882345,0.07139586503053219,0.00788162782725682,0.0454159558848202,0.20332977016377762,0.6719767810936131,113753.43884882345
Mariana 8179,Agressivo,32,15977.195306750493,41,164822.2255109766,2,1,Brasil,13.75,1,12,3,2,1,0,1,0,8,27949.637988601437,0.75,1,Média,Renda Fixa,481,1,99495.32758171119,0.21978817926174568,0.10854090287195713,0.18917157657116937,0.25115082082926476,0.23134852046586307,99495.32758171119
